"Qualified Product List","Product ID",Manufacturer,Brand,"Product Name","Model Number","Technical Requirements Version","DLC Family Code",Parent,"Controlled Environment","Lighting Scheme (Position)","Lighting Scheme (Use Case)","Input Power Type","Fixture Maximum Ambient Temp",Width,Height,Diameter,Warranty,Length,Notes,"Date Qualified","Date Delisted",Category,"Reported Minimum Input Voltage","Reported Maximum Input Voltage","Spectrally Tunable",Dimmable,"Reported Photosynthetic Photon Efficacy (400-700nm)","Reported Photosynthetic Photon Flux (400-700nm)","Reported Minimum Photosynthetic Photon Flux","Reported Default Photosynthetic Photon Flux","Reported Photon Flux Blue (400-500nm)","Reported Photon Flux Green (500-600nm)","Reported Photon Flux Red (600-700nm)","Reported Photon Flux Far Red (700-800nm)","Reported Photon Flux (280-800nm)","Reported Photon Efficacy (280-800nm)","Reported DC Photosynthetic Photon Efficacy (400-700nm)","Reported AC-Derated Photosynthetic Photon Efficacy (400-700nm)","Reported DC Photon Efficacy (280-800nm)","Reported AC-Derated Photon Efficacy (280-800nm)","Reported Beam Angle","Reported Field Angle","Tested Photosynthetic Photon Efficacy (400-700nm)","Tested Photosynthetic Photon Flux (400-700nm)","Tested Photon Flux Blue (400-500nm)","Tested Photon Flux Green (500-600nm)","Tested Photon Flux Red (600-700nm)","Tested Photon Flux Far Red (700-800nm)","Tested Photon Flux (280-800nm)","Tested Photon Efficacy (280-800nm)","Tested DC Photosynthetic Photon Efficacy (400-700nm)","Tested DC Photon Efficacy (280-800nm)","Reported Input Wattage","Reported Default Input Wattage","Reported Minimum Input Wattage","Reported Power Factor","Reported Total Harmonic Distortion","Reported DC Input Current","Reported AC-Derated Input Wattage","Power source loading percentage","Cabling loss example","Tested Input Wattage","Tested Voltage for Minimum Efficacy","Tested Power Factor","Tested Total Harmonic Distortion","Tested DC Input Current","Dimming and Control Method to the Product","Integral Control Capability","Connector or Transmission Hardware","0-10V ANSI C137.1 (8V)","0-10V ANSI C137.1 (9V)","0-10V IEC60929 Annex E","0-10V Other Protocol","Phase Cut (Forward Phase)","Phase Cut (Reverse Phase)",DALI,DALI-2,"Power Over Ethernet","Ethernet TCP/IP","Ethernet Proprietary","Other Wired Dimming and Control Method to the Product","Zigbee 3.0","Zigbee - Manufacturer Specific","Bluetooth Sig MESH and MMDL Layers","Bluetooth - Manufacturer Specific",Wi-Fi,EnOcean,"Other Wireless Dimming and Control Method to the Product",RJ-11,RJ-12,RJ-14,RJ-45,USB,"Flying Leads","Terminal Block","Other Wired Connector or Transmission Hardware","Wireless Radio","Infrared Receiver","Other Wireless Connector or Transmission Hardware","Dim to Off","Energy Monitoring","Manual Dimming","Actively Cooling Presence","Minimum Allowable Inlet Fluid Temperature","Maximum Allowable Inlet Fluid Temperature","Self-protect cut off temperature","Solution Concentration Restrictions","Tested Average Inlet Fluid Temp from LM-79 testing","Tested Maximum Inlet Fluid Temp from LM-79 testing","Tested Average Outlet Fluid Temperature","Tested Maximum Outlet Fluid Temperature","Tested Average Flow Rate from LM-79 Testing","Tested Maximum Flow Rate from LM-79 Testing","Tested Average Inlet Fluid Temp from ISTMT Testing","Tested Maximum Inlet Fluid Temp from ISTMT Testing","Tested Average Flow Rate from ISTMT Testing","Tested Maximum Flow rate from ISTMT Testing","Base Type","UL Type","Intended Mounting","Fan Presence","Effective Date"
Horticultural,H-6QQ6V8,GML Solutions Ltd.,Grand Master LEDs,Tarantula Revolution 600 Veg,GMLL0600W6F1A23B2,3.0,PPPUGI,false,"Indoor (Non-stacked), Indoor (Stacked)",Top light,Sole-Source,AC,40,43.66,3.4,,5,44.4 in,,2025-02-12T00:00:00.000Z,,Horticultural Lighting Fixture,200,277,No,true,2.73,1670,0,1670,544,764,364,25,,,,,,,,,,,,,,,,,,,600,600,0,0.98,10.6,,,,,,,,,,0-10V IEC60929 Annex E,"[""Dim to Off"",""Manual Dimming""]",RJ-12,false,false,true,false,false,false,No,false,false,false,false,,false,false,false,false,false,false,,false,true,false,false,false,false,false,,false,false,,true,No,true,false,,,,,,,,,,,,,,,,,,false,2025-02-12
Horticultural,H-5XM6L9,GML Solutions Ltd.,Grand Master LEDs,Tarantula Volcano,GMLL0120W3D1A05B2,3.0,PPPUGJ,true,"Indoor (Non-stacked), Indoor (Stacked), Greenhouse","Top light, Intra-canopy","Sole-Source, Supplemental",AC,40,2.85,2.76,,5,48.0 in,,2025-02-12T00:00:00.000Z,,Horticultural Lighting Fixture,200,277,No,true,3.21,389,0,389,41,79,270,4,,,,,,,,,3.21,389,41,79,270,4,,,,,120,120,0,0.94,3.5,,,,,121.1,200,0.942,3.5,,0-10V IEC60929 Annex E,Dim to Off,RJ14 Cable,false,false,true,false,false,false,No,false,false,false,false,,false,false,false,false,false,false,,false,false,false,false,false,false,false,RJ14 Cable,false,false,,true,No,false,false,,,,,,,,,,,,,,,,,,false,2025-02-12
Horticultural,H-KHNS2Z,GML Solutions Ltd.,Grand Master LEDs,Tarantula Volcano,GMLL0120W3F1A05B2,3.0,PPPUGJ,false,"Indoor (Non-stacked), Indoor (Stacked), Greenhouse","Top light, Intra-canopy","Sole-Source, Supplemental",AC,40,2.85,2.76,,5,48.0 in,,2025-02-12T00:00:00.000Z,,Horticultural Lighting Fixture,200,277,No,true,3.21,389,0,389,41,79,270,4,,,,,,,,,,,,,,,,,,,120,120,0,0.94,3.5,,,,,,,,,,0-10V IEC60929 Annex E,Dim to Off,RJ14 Cable,false,false,true,false,false,false,No,false,false,false,false,,false,false,false,false,false,false,,false,false,false,false,false,false,false,RJ14 Cable,false,false,,true,No,false,false,,,,,,,,,,,,,,,,,,false,2025-02-12
Horticultural,H-DG3H4V,Visionaire Lighting,Rapidgrow,RPG-150,RPG-150-RED-UNV-CBM-YH5-VWC-[CABLE OPTIONS: All options]-15’ CD-[FINISH: All options]-NP,3.0,IIIOWI,true,"Indoor (Non-stacked), Indoor (Stacked), Greenhouse","Top light, Intra-canopy","Sole-Source, Supplemental",AC,35,3,1.1,,5,50.4 in,,2025-01-31T00:00:00.000Z,,Horticultural Lighting Fixture,120,277,No,true,3.1,453,0,453.3,0,1,453,3,,,,,,,,,2.98,453,0,1,453,3,,,,,146.1,146.1,0.5,0.994,4.2,,,,,145.95,120,0.883,16.1,,"[""Zigbee - Manufacturer Specific"",""Wi-Fi""]",Dim to Off,Synapse EMB-S2-A,false,false,false,false,false,false,No,false,false,false,false,,false,true,false,false,true,false,,false,false,false,false,false,false,false,,false,false,Synapse EMB-S2-A,true,No,false,false,,,,,,,,,,,,,,,,,,false,2025-01-31
Horticultural,H-PBX3FR,HLG,Horticulture Lighting Group,HLG Scorpion Rspec HV,HLG Scorpion Rspec HV,3.0,PPPUGA,true,"Indoor (Non-stacked), Indoor (Stacked)",Top light,Sole-Source,AC,40,36,3.75,,5,39.6 in,,2025-02-06T00:00:00.000Z,,Horticultural Lighting Fixture,240,277,No,true,2.72,4559,0,4559.4,892,1662,2035,88,,,,,,,,,2.72,4559,892,1662,2035,88,,,,,1675,1675,0,0.994,6.5,,,,,1675,240,0.992,6.6,,0-10V Other Protocol,Dim to Off,RJ-11,false,false,false,true,false,false,No,false,false,false,false,,false,false,false,false,false,false,,true,false,false,false,false,false,false,,false,false,,true,No,false,false,,,,,,,,,,,,,,,,,Horizontal,false,2025-02-06
Horticultural,H-0101J0,HortiBest,HortiBest,MD-500 Grow Light,MD-120A SMF,3.0,UUUVYT,true,Indoor (Non-stacked),Intra-canopy,Sole-Source,AC,40,3.31,3.9,,5,45.6 in,,2025-02-20T00:00:00.000Z,,Horticultural Lighting Fixture,200,277,No,true,3.07,380,0,380.4,60,107,214,26,,,,,,,,,3.07,380,60,107,214,26,,,,,120,120,0,0.925,6.9,,,,,123.9,200,0.925,6.9,,"[""0-10V ANSI C137.1 (8V)"",""0-10V ANSI C137.1 (9V)""]","[""Dim to Off"",""Manual Dimming""]",RJ-12,true,true,false,false,false,false,No,false,false,false,false,,false,false,false,false,false,false,,false,true,false,false,false,false,false,,false,false,,true,No,true,false,,,,,,,,,,,,,,,,,,false,2025-02-20
Horticultural,H-PNXCHN,MechaTronix,MechaTronix,,COOLSTACK COMPACT DYNAMIC 5RB+HW+FR REC NB II,3.0,IIIOWP,true,"Indoor (Non-stacked), Indoor (Stacked), Greenhouse","Top light, Intra-canopy","Sole-Source, Supplemental",AC,30,6.69,6.32,,10,20.4 in,,2025-02-27T00:00:00.000Z,,Horticultural Lighting Fixture,277,480,Yes,true,3.82,2474,0,2474,169,,2305,9,2482,3.83,,,,,,,3.82,2474,169,,2305,9,2481,3.83,,,650,650,0,0.982,10,,,,,648.05,277,0.983,9.4,,Bluetooth - Manufacturer Specific,Dim to Off,Wireless Radio,false,false,false,false,false,false,No,false,false,false,false,,false,false,false,true,false,false,,false,false,false,false,false,false,false,,true,false,,true,No,false,false,,,,,,,,,,,,,,,,,,false,2025-02-27
Horticultural,H-BVP3SV,GML Solutions Ltd.,Grand Master LEDs,Tarantula Revolution 720 200-277V,GMLL0720W6L1A10C2,3.0,PPPUGL,true,"Indoor (Non-stacked), Indoor (Stacked)",Top light,Sole-Source,AC,40,43.66,3.4,,5,44.4 in,,2025-02-13T00:00:00.000Z,,Horticultural Lighting Fixture,200,277,No,true,2.69,1925,0,1925,330,742,856,129,,,,,,,,,2.69,1925,330,742,856,129,,,,,720,720,0,0.98,9.5,,,,,715,200,0.985,9.5,,0-10V IEC60929 Annex E,"[""Dim to Off"",""Manual Dimming""]",RJ-12,false,false,true,false,false,false,No,false,false,false,false,,false,false,false,false,false,false,,false,true,false,false,false,false,false,,false,false,,true,No,true,false,,,,,,,,,,,,,,,,,,false,2025-02-13
Horticultural,H-WFS5RJ,GML Solutions Ltd.,Grand Master LEDs,Tarantula Revolution 720,GMLL0720W6F1A10B2,3.0,PPPUGL,false,"Indoor (Non-stacked), Indoor (Stacked)",Top light,Sole-Source,AC,40,43.66,3.4,,5,44.4 in,,2025-02-13T00:00:00.000Z,,Horticultural Lighting Fixture,200,277,No,true,2.69,1925,0,1925,330,742,856,129,,,,,,,,,,,,,,,,,,,720,720,0,0.98,9.5,,,,,,,,,,0-10V IEC60929 Annex E,"[""Dim to Off"",""Manual Dimming""]",RJ-12,false,false,true,false,false,false,No,false,false,false,false,,false,false,false,false,false,false,,false,true,false,false,false,false,false,,false,false,,true,No,true,false,,,,,,,,,,,,,,,,,,false,2025-02-13
Horticultural,H-6KJV2B,GML Solutions Ltd.,Grand Master LEDs,Tarantula Revolution 720 HV,GMLL0720W6P1A10E2,3.0,PPPUGL,false,"Indoor (Non-stacked), Indoor (Stacked)",Top light,Sole-Source,AC,40,43.66,3.4,,5,44.4 in,,2025-02-13T00:00:00.000Z,,Horticultural Lighting Fixture,277,480,No,true,2.69,1925,0,1925,330,742,856,129,,,,,,,,,,,,,,,,,,,720,720,0,0.98,9.5,,,,,,,,,,0-10V IEC60929 Annex E,"[""Dim to Off"",""Manual Dimming""]",RJ-12,false,false,true,false,false,false,No,false,false,false,false,,false,false,false,false,false,false,,false,true,false,false,false,false,false,,false,false,,true,No,true,false,,,,,,,,,,,,,,,,,,false,2025-02-13
Horticultural,H-VF9SM2,GML Solutions Ltd.,Grand Master LEDs,Tarantula Explorer HV,GMLL1440W6P2A05E2,3.0,PPPUGU,false,"Indoor (Non-stacked), Indoor (Stacked)",Top light,Sole-Source,AC,40,45.67,3.44,,5,45.6 in,,2025-03-17T00:00:00.000Z,,Horticultural Lighting Fixture,277,480,Yes,true,2.66,3781,0,3781,860,1457,1465,133,,,,,,,,,,,,,,,,,,,1440,1440,0,0.98,10,,,,,,,,,,0-10V IEC60929 Annex E,"[""Dim to Off"",""Manual Dimming""]",RJ-12,false,false,true,false,false,false,No,false,false,false,false,,false,false,false,false,false,false,,false,true,false,false,false,false,false,,false,false,,true,No,true,false,,,,,,,,,,,,,,,,,,false,2025-04-10
Horticultural,H-0YQSRJ,GML Solutions Ltd.,Grand Master LEDs,Tarantula Explorer 200-277V,GMLL1440W6L2A05C2,3.0,PPPUGU,true,"Indoor (Non-stacked), Indoor (Stacked)",Top light,Sole-Source,AC,40,45.67,3.44,,5,45.6 in,,2025-03-17T00:00:00.000Z,,Horticultural Lighting Fixture,200,277,Yes,true,2.66,3781,0,3781,860,1457,1465,133,,,,,,,,,2.66,3781,860,1457,1465,133,,,,,1440,1440,0,0.98,10,,,,,1423,200,0.986,8.9,,0-10V IEC60929 Annex E,"[""Dim to Off"",""Manual Dimming""]",RJ-12,false,false,true,false,false,false,No,false,false,false,false,,false,false,false,false,false,false,,false,true,false,false,false,false,false,,false,false,,true,No,true,false,,,,,,,,,,,,,,,,,,false,2025-04-10
Horticultural,H-ZHTBQN,GML Solutions Ltd.,Grand Master LEDs,Tarantula Explorer,GMLL1440W6F2A05B2,3.0,PPPUGU,false,"Indoor (Non-stacked), Indoor (Stacked)",Top light,Sole-Source,AC,40,45.67,3.44,,5,45.6 in,,2025-03-17T00:00:00.000Z,,Horticultural Lighting Fixture,200,277,Yes,true,2.66,3781,0,3781,860,1457,1465,133,,,,,,,,,,,,,,,,,,,1440,1440,0,0.98,10,,,,,,,,,,0-10V IEC60929 Annex E,"[""Dim to Off"",""Manual Dimming""]",RJ-12,false,false,true,false,false,false,No,false,false,false,false,,false,false,false,false,false,false,,false,true,false,false,false,false,false,,false,false,,true,No,true,false,,,,,,,,,,,,,,,,,,false,2025-04-10
Horticultural,H-PP39V3,Fluence Bioengineering,Fluence,VYPR4,VR-4i-BP8-CG,3.0,EAEGGD,true,"Indoor (Non-stacked), Greenhouse",Top light,"Sole-Source, Supplemental",DC,40,4.21,3.6,,5,46.8 in,,2025-03-19T00:00:00.000Z,,Horticultural Lighting Fixture,280,290,No,true,,2729,0,2729,180,283,2265,32,2767,,3.41,3.26,3.45,,,,,2729,180,283,2265,32,2760,,3.41,3.446,801,801,0,,,2.83,837,,,800.97,282.96,0.97,11,2.831,"[""0-10V Other Protocol"",""Yes""]",Dim to Off,"[""Flying Leads"",""M12""]",false,false,false,true,false,false,No,false,false,false,false,Yes,false,false,false,false,false,false,,false,false,false,false,false,true,false,M12,false,false,,true,No,false,false,,,,,,,,,,,,,,,,,Horizontal,false,2025-03-19
Horticultural,H-2Y2GLD,Fluence Bioengineering,Fluence,VYPR4,VR-4X-BW4-CG,3.0,EAEGGD,true,"Indoor (Non-stacked), Greenhouse",Top light,"Sole-Source, Supplemental",DC,40,4.21,3.6,,5,24.0 in,,2025-03-19T00:00:00.000Z,,Horticultural Lighting Fixture,280,290,No,true,,1121,0,1121,223,436,462,26,1150,,2.77,2.65,2.84,,,,,1121,223,436,462,26,1147,,2.77,2.832,404.9,404.9,0,,,1.42,423,0.81,0.81,404.86,285.05,0.97,11,1.42,"[""0-10V Other Protocol"",""Yes""]",Dim to Off,"[""Flying Leads"",""M12""]",false,false,false,true,false,false,No,false,false,false,false,Yes,false,false,false,false,false,false,,false,false,false,false,false,true,false,M12,false,false,,true,No,false,false,,,,,,,,,,,,,,,,,Horizontal,false,2025-03-19
Horticultural,H-D24KFB,Fluence Bioengineering,Fluence,VYPR4,VR-4P-BW4-CG,3.0,EAEGGD,false,"Indoor (Non-stacked), Greenhouse",Top light,"Sole-Source, Supplemental",DC,40,4.21,3.6,,5,36.0 in,,2025-03-19T00:00:00.000Z,,Horticultural Lighting Fixture,280,290,No,true,,1689,0,1689,331,661,697,39,1733,,2.78,2.66,2.85,,,,,,,,,,,,,,608.6,608.6,0,,,2.13,635,,,,,,,,"[""0-10V Other Protocol"",""Yes""]",Dim to Off,"[""Flying Leads"",""M12""]",false,false,false,true,false,false,No,false,false,false,false,Yes,false,false,false,false,false,false,,false,false,false,false,false,true,false,M12,false,false,,true,No,false,false,,,,,,,,,,,,,,,,,Horizontal,false,2025-03-19
Horticultural,H-04PC8Q,Fluence Bioengineering,Fluence,VYPR4,VR-4i-BW4-CG,3.0,EAEGGD,true,"Indoor (Non-stacked), Greenhouse",Top light,"Sole-Source, Supplemental",DC,40,4.21,3.6,,5,46.8 in,,2025-03-19T00:00:00.000Z,,Horticultural Lighting Fixture,280,290,No,true,,2285,0,2285,439,902,943,52,2344,,2.83,2.71,2.91,,,,,2285,439,902,943,52,2337,,2.83,2.897,806.7,806.7,0,,,2.83,843,,,806.69,285.02,0.97,11,2.83,"[""0-10V Other Protocol"",""Yes""]",Dim to Off,"[""Flying Leads"",""M12""]",false,false,false,true,false,false,No,false,false,false,false,Yes,false,false,false,false,false,false,,false,false,false,false,false,true,false,M12,false,false,,true,No,false,false,,,,,,,,,,,,,,,,,Horizontal,false,2025-03-19
Horticultural,H-2008BF,Fluence Bioengineering,Fluence,VYPR4,VR-4X-BP8-WB,3.0,EAEGGD,false,"Indoor (Non-stacked), Greenhouse",Top light,"Sole-Source, Supplemental",DC,40,4.21,3.6,,5,24.0 in,,2025-03-19T00:00:00.000Z,,Horticultural Lighting Fixture,280,290,No,true,,1316,0,1316,79,137,1100,17,1336,,3.31,3.17,3.35,,,,,,,,,,,,,,398.1,398.1,0,,,1.42,416,,,,,,,,"[""0-10V Other Protocol"",""Yes""]",Dim to Off,"[""Flying Leads"",""M12""]",false,false,false,true,false,false,No,false,false,false,false,Yes,false,false,false,false,false,false,,false,false,false,false,false,true,false,M12,false,false,,true,No,false,false,,,,,,,,,,,,,,,,,Horizontal,false,2025-03-19
Horticultural,H-K1ZJWB,Fluence Bioengineering,Fluence,VYPR4,VR-4X-BP8-CG,3.0,EAEGGD,false,"Indoor (Non-stacked), Greenhouse",Top light,"Sole-Source, Supplemental",DC,40,4.21,3.6,,5,24.0 in,,2025-03-19T00:00:00.000Z,,Horticultural Lighting Fixture,280,290,No,true,,1367,0,1367,83,143,1140,16,1386,,3.43,3.28,3.48,,,,,,,,,,,,,,398.6,398.6,0,,,1.42,417,,,,,,,,"[""0-10V Other Protocol"",""Yes""]",Dim to Off,"[""Flying Leads"",""M12""]",false,false,false,true,false,false,No,false,false,false,false,Yes,false,false,false,false,false,false,,false,false,false,false,false,true,false,M12,false,false,,true,No,false,false,,,,,,,,,,,,,,,,,Horizontal,false,2025-03-19
Horticultural,H-XLJ52Y,Fluence Bioengineering,Fluence,VYPR4,VR-4P-BP8-CG,3.0,EAEGGD,false,"Indoor (Non-stacked), Greenhouse",Top light,"Sole-Source, Supplemental",DC,40,4.21,3.6,,5,36.0 in,,2025-03-19T00:00:00.000Z,,Horticultural Lighting Fixture,280,290,No,true,,2038,0,2038,126,207,1704,24,2067,,3.4,3.26,3.44,,,,,,,,,,,,,,599.9,599.9,0,,,2.13,626,,,,,,,,"[""0-10V Other Protocol"",""Yes""]",Dim to Off,"[""Flying Leads"",""M12""]",false,false,false,true,false,false,No,false,false,false,false,Yes,false,false,false,false,false,false,,false,false,false,false,false,true,false,M12,false,false,,true,No,false,false,,,,,,,,,,,,,,,,,Horizontal,false,2025-03-19
Horticultural,H-PFCYFV,Fluence Bioengineering,Fluence,VYPR4,VR-4P-BP8-WB,3.0,EAEGGD,true,"Indoor (Non-stacked), Greenhouse",Top light,"Sole-Source, Supplemental",DC,40,4.21,3.6,,5,36.0 in,,2025-03-19T00:00:00.000Z,,Horticultural Lighting Fixture,280,290,No,true,,1982,0,1982,117,201,1664,24,2011,,3.31,3.17,3.36,,,,,1982,117,201,1664,24,2006,,3.31,3.353,598.3,598.3,0,,,2.13,624,,,598.2,280.87,0.97,11,2.131,"[""0-10V Other Protocol"",""Yes""]",Dim to Off,"[""Flying Leads"",""M12""]",false,false,false,true,false,false,No,false,false,false,false,Yes,false,false,false,false,false,false,,false,false,false,false,false,true,false,M12,false,false,,true,No,false,false,,,,,,,,,,,,,,,,,Horizontal,false,2025-03-19
Horticultural,H-B495BH,Fluence Bioengineering,Fluence,VYPR4,VR-4i-BP8-WB,3.0,EAEGGD,false,"Indoor (Non-stacked), Greenhouse",Top light,"Sole-Source, Supplemental",DC,40,4.21,3.6,,5,46.8 in,,2025-03-19T00:00:00.000Z,,Horticultural Lighting Fixture,280,290,No,true,,2660,0,2660,172,274,2214,32,2698,,3.32,3.18,3.37,,,,,,,,,,,,,,800.1,800.1,0,,,2.83,836,,,,,,,,"[""0-10V Other Protocol"",""Yes""]",Dim to Off,"[""Flying Leads"",""M12""]",false,false,false,true,false,false,No,false,false,false,false,Yes,false,false,false,false,false,false,,false,false,false,false,false,true,false,M12,false,false,,true,No,false,false,,,,,,,,,,,,,,,,,Horizontal,false,2025-03-19
Horticultural,H-8WRFYP,FloraFlex Corp.,FloraFlex,,FLB-0902,3.0,PPPUGE,true,"Indoor (Stacked), Greenhouse","Top light, Intra-canopy","Sole-Source, Supplemental",DC,35,2.44,0.2,,5,39.6 in,,2025-02-10T00:00:00.000Z,,Horticultural Lighting Fixture,51,51,No,true,,287,28.7,286.5,20,13,253,93,,,3.3,2.89,,,,,,287,20,13,253,93,,,3.3,,87.5,87.5,8.8,,,1.71,100,,,86.82,50.77,,,1.71,DC Input Power,No,,false,false,false,false,false,false,No,false,false,false,false,DC Input Power,false,false,false,false,false,false,,false,false,false,false,false,false,false,,false,false,,false,No,false,false,,,,,,,,,,,,,,,,,,false,2025-02-10
Horticultural,H-2Z9H4C,"Shenzhen Phlizon Technology Co.,Ltd.",PHLIZON,,Y-DB100,4.0,PPPUGH,true,Indoor (Non-stacked),Ground-mounted lighting,"Sole-Source, Supplemental",AC,45,2.87,3.39,,5,46.8 in,,2025-02-11T00:00:00.000Z,,Horticultural Lighting Fixture,100,277,No,true,2.53,243,0,242.8,34,65,144,3,,,,,,,,,2.53,243,34,65,144,3,,,,,100,100,0,0.954,16.8,,,,,96.15,100,0.954,16.8,,0-10V Other Protocol,Dim to Off,RJ-14,false,false,false,true,false,false,No,false,false,false,false,,false,false,false,false,false,false,,false,false,true,false,false,false,false,,false,false,,true,No,false,false,,,,,,,,,,,,,,,,,,false,2025-05-23
Horticultural,H-SFXLR8,"Shenzhen Lux Lighting Co., Ltd",LUXINT,LED Grow Light,LX-GLM120-10,3.0,PPPUGB,false,"Indoor (Non-stacked), Indoor (Stacked), Greenhouse","Top light, Intra-canopy","Sole-Source, Supplemental",AC,45,42.52,2.24,,5,88.8 in,,2025-02-07T00:00:00.000Z,,Horticultural Lighting Fixture,110,277,No,true,2.91,3339,400.7,3338.8,576,1445,1318,81,,,,,,,,,,,,,,,,,,,1149,1149,120,0.98,6,,,,,,,,,,0-10V IEC60929 Annex E,No,Fitting Connector,false,false,true,false,false,false,No,false,false,false,false,,false,false,false,false,false,false,,false,false,false,false,false,false,false,Fitting Connector,false,false,,false,No,false,false,,,,,,,,,,,,,,,,,,false,2025-02-07
Horticultural,H-2SWMN3,"Shenzhen Lux Lighting Co., Ltd",LUXINT,LED Grow Light,LX-GLM120-6,3.0,PPPUGB,true,"Indoor (Non-stacked), Indoor (Stacked), Greenhouse","Top light, Intra-canopy","Sole-Source, Supplemental",AC,45,42.52,2.24,,5,44.4 in,,2025-02-07T00:00:00.000Z,,Horticultural Lighting Fixture,110,277,No,true,2.9,2790,279,2789.6,481,1207,1101,67,,,,,,,,,2.89,2790,481,1207,1101,67,,,,,961,961,100,0.979,7,,,,,962.03,110,0.979,7.1,,0-10V IEC60929 Annex E,No,Fitting Connector,false,false,true,false,false,false,No,false,false,false,false,,false,false,false,false,false,false,,false,false,false,false,false,false,false,Fitting Connector,false,false,,false,No,false,false,,,,,,,,,,,,,,,,,,false,2025-02-07
Horticultural,H-YM4XNN,"Shenzhen Lux Lighting Co., Ltd",LUXINT,LED Grow Light,LX-GLM120-8,3.0,PPPUGB,false,"Indoor (Non-stacked), Indoor (Stacked), Greenhouse","Top light, Intra-canopy","Sole-Source, Supplemental",AC,45,42.52,2.24,,5,44.4 in,,2025-02-07T00:00:00.000Z,,Horticultural Lighting Fixture,110,277,No,true,2.92,2848,285,2848,493,1232,1124,69,,,,,,,,,,,,,,,,,,,977,977,100,0.978,7,,,,,,,,,,0-10V IEC60929 Annex E,No,Fitting Connector,false,false,true,false,false,false,No,false,false,false,false,,false,false,false,false,false,false,,false,false,false,false,false,false,false,Fitting Connector,false,false,,false,No,false,false,,,,,,,,,,,,,,,,,,false,2025-02-07
Horticultural,H-F5Q5FN,LED Smart Inc.,Grow3,,GRW-347-48-320-HP-S-C,3.0,IIIOWO,true,Greenhouse,Top light,Supplemental,AC,40,5.5,3,,5,49.2 in,,2025-02-19T00:00:00.000Z,,Horticultural Lighting Fixture,200,347,Yes,true,2.56,799,0,799.2,56,137,606,10,,,,,,,,,2.56,799,56,137,606,10,,,,,312,312,0,0.995,7,,,,,312.3,277,0.95,10.6,,Bluetooth Sig MESH and MMDL Layers,"[""Dim to Off"",""Manual Dimming""]",Wireless Radio,false,false,false,false,false,false,No,false,false,false,false,,false,false,true,false,false,false,,false,false,false,false,false,false,false,,true,false,,true,No,true,false,,,,,,,,,,,,,,,,,,false,2025-02-19
Horticultural,H-B4BSRS,"Shenzhen Westland technology Co., ltd.",Westland,,650W LED Grow Light,3.0,PPPUGO,true,Indoor (Non-stacked),"Top light, Intra-canopy","Sole-Source, Supplemental",AC,40,46.18,3.07,,5,69.6 in,,2025-02-24T00:00:00.000Z,,Horticultural Lighting Fixture,120,277,No,true,2.56,1738,0,1738,392,837,511,30,,,,,,,,,2.56,1738,392,837,511,29,,,,,650,650,0,0.972,6.2,,,,,678.6,120,0.972,6.2,,0-10V IEC60929 Annex E,"[""Dim to Off"",""Manual Dimming""]",RJ-11,false,false,true,false,false,false,No,false,false,false,false,,false,false,false,false,false,false,,true,false,false,false,false,false,false,,false,false,,true,No,true,false,,,,,,,,,,,,,,,,,,false,2025-02-24
Horticultural,H-BFB1LL,LED Smart Inc.,Grow3,,GRW-347-48-300-HS-S-C,3.0,IIIOWJ,true,Greenhouse,Top light,Supplemental,AC,40,5.5,3,,5,49.2 in,,2025-02-10T00:00:00.000Z,,Horticultural Lighting Fixture,200,347,Yes,true,2.41,776,0,775.5,67,156,553,11,,,,,,,,,2.41,776,67,156,553,11,,,,,322,322,0,0.997,4,,,,,322.3,277,0.958,8.8,,Bluetooth Sig MESH and MMDL Layers,"[""Dim to Off"",""Manual Dimming""]",Wireless Radio,false,false,false,false,false,false,No,false,false,false,false,,false,false,true,false,false,false,,false,false,false,false,false,false,false,,true,false,,true,No,true,false,,,,,,,,,,,,,,,,,,false,2025-02-10
Horticultural,H-FWR287,Skylight LED Inc.,SKYLIGHT LED INC,,SKY UCR-120,3.0,RRRYNH,true,Indoor (Non-stacked),Intra-canopy,Supplemental,AC,40,3.55,3.21,,5,44.4 in,,2025-03-18T00:00:00.000Z,,Horticultural Lighting Fixture,120,277,No,true,2.82,340,34,340.2,40,113,188,7,,,,,,,,,2.82,340,40,113,188,7,,,,,120,120,12,0.95,13.7,,,,,120.8,120,0.948,10.1,,0-10V IEC60929 Annex E,Dim to Off,Flying Leads,false,false,true,false,false,false,No,false,false,false,false,,false,false,false,false,false,false,,false,false,false,false,false,true,false,,false,false,,true,No,false,false,,,,,,,,,,,,,,,,,,false,2025-03-18
Horticultural,H-91V8TS,Air Supplies Nederland BV,DIMLUX,,XTREME SERIES 550W LED,3.0,PPPUGQ,true,"Indoor (Non-stacked), Indoor (Stacked), Greenhouse","Top light, Intra-canopy","Sole-Source, Supplemental",AC,35,33.2,2.2,,5,32.4 in,,2025-03-06T00:00:00.000Z,,Horticultural Lighting Fixture,208,400,No,true,3.45,2020,202,2020,231,497,1293,26,,,,,,,,,3.45,2020,231,497,1293,26,,,,,578,578,57.8,0.96,6.5,,,,,585.5,277,0.958,6.5,,PWM,No,Integrated Dimming Controller on Side,false,false,false,false,false,false,No,false,false,false,false,PWM,false,false,false,false,false,false,,false,false,false,false,false,false,false,Integrated Dimming Controller on Side,false,false,,false,No,false,false,,,,,,,,,,,,,,,,,,false,2025-03-06
